PropertyName,DateMapped,Initials,ManagementCategory,Acreage,YearMapped,Perimeter,GlobalID,created_user,created_date,last_edited_user,last_edited_date,OBJECTID,ShapeSTArea,ShapeSTLength
LAGERMAN RESERVOIR,2012-11-20T09:52:19.000Z,mjy,NPD,22.37169178,2012,7592.08273924,{660B25C8-69FE-4BCC-B637-810493F6996E},PARKSOPENSPACE,2018-07-09T09:48:54.000Z,PARKSOPENSPACE,2018-07-09T09:48:54.000Z,371039,974506.995605469,7592.08273923705
AHI LONGMONT FARMS,2012-11-20T10:39:38.000Z,mjy,MOA,5.36840078,2012,4500.26594077,{4057C87F-6569-42BD-9A9F-F084AB2E7487},PARKSOPENSPACE,2018-07-09T09:48:54.000Z,PARKSOPENSPACE,2018-07-09T09:48:54.000Z,371040,233846.606201172,4500.26594077146
AHI LONGMONT FARMS,2012-11-20T10:39:38.000Z,mjy,NPD,0.25795965,2012,983.48914106,{2F93A0BA-DEB4-42A8-BC8A-421F027ADF82},PARKSOPENSPACE,2018-07-09T09:48:54.000Z,PARKSOPENSPACE,2018-07-09T09:48:54.000Z,371041,11236.6770019531,983.489141056512
LAGERMAN RESERVOIR,2012-11-20T10:39:38.000Z,mjy,MOA,6.54632944,2012,3538.97191006,{3866C33C-4DB0-4406-8CAE-66FBE8FF88A7},PARKSOPENSPACE,2018-07-09T09:48:54.000Z,PARKSOPENSPACE,2018-07-09T09:48:54.000Z,371042,285156.967285156,3538.97191005778
LAGERMAN RESERVOIR,2012-11-20T10:39:38.000Z,mjy,NSH,0.03928829,2012,521.54547501,{3C2B6F81-F188-4600-96A9-EE53C8F7ECF4},PARKSOPENSPACE,2018-07-09T09:48:54.000Z,PARKSOPENSPACE,2018-07-09T09:48:54.000Z,371043,1711.39208984375,521.545475008142
AHI LONGMONT FARMS,2012-11-20T11:57:54.000Z,mjy,MOA,0.00037543,2012,66.78592991,{95F4C7D3-E4A8-429C-83D4-838FE6B76CDC},PARKSOPENSPACE,2018-07-09T09:48:54.000Z,PARKSOPENSPACE,2018-07-09T09:48:54.000Z,371044,16.353515625,66.7859299092039
LAGERMAN RESERVOIR,2012-11-20T11:57:54.000Z,mjy,MOA,10.71764037,2012,5533.27769846,{B75AA78F-8FE2-4109-8BF0-8A03F15BC2A7},PARKSOPENSPACE,2018-07-09T09:48:54.000Z,PARKSOPENSPACE,2018-07-09T09:48:54.000Z,371045,466858.55078125,5533.27769845723
LAGERMAN RESERVOIR,2012-11-20T12:36:43.000Z,mjy,MOA,0.04912349,2012,235.42806281,{121AAE56-8EF9-4FC4-955A-EE3CDA421FDF},PARKSOPENSPACE,2018-07-09T09:48:54.000Z,PARKSOPENSPACE,2018-07-09T09:48:54.000Z,371046,2139.81079101562,235.428062812311
LAGERMAN RESERVOIR,2012-11-20T12:36:43.000Z,mjy,NSH,0.02181587,2012,123.50543901,{FB92D100-053C-4EE5-A529-1910E4D044F2},PARKSOPENSPACE,2018-07-09T09:48:54.000Z,PARKSOPENSPACE,2018-07-09T09:48:54.000Z,371047,950.295166015625,123.505439007463
LAGERMAN RESERVOIR,2012-11-20T12:36:43.000Z,mjy,NPD,7.5538291,2012,6219.74409725,{60FC0B53-64D4-4F12-A7A1-0EE852738201},PARKSOPENSPACE,2018-07-09T09:48:54.000Z,PARKSOPENSPACE,2018-07-09T09:48:54.000Z,371048,329043.4765625,6219.74409725313
LAGERMAN RESERVOIR,2012-11-20T13:18:33.000Z,mjy,NPD,5.49903255,2012,2405.17126492,{3D08DCA1-5497-4748-B3FA-F28CBBF31F7F},PARKSOPENSPACE,2018-07-09T09:48:54.000Z,PARKSOPENSPACE,2018-07-09T09:48:54.000Z,371049,239536.901367188,2405.17126492413
LAGERMAN RESERVOIR,2012-11-20T13:37:30.000Z,mjy,NPD,11.95369467,2012,4578.89302985,{271A7555-A037-4E4A-A00E-7CE22015EDEA},PARKSOPENSPACE,2018-07-09T09:48:54.000Z,PARKSOPENSPACE,2018-07-09T09:48:54.000Z,371050,520700.858886719,4578.89302985059
DEBERRY,2012-11-21T09:45:20.000Z,mjy,MOA,14.40499248,2012,5932.34917046,{18D28AA8-1734-43C1-9705-154A6F0F1867},PARKSOPENSPACE,2018-07-09T09:48:54.000Z,PARKSOPENSPACE,2018-07-09T09:48:54.000Z,371051,627478.965820312,5932.3491704631
DEBERRY,2012-11-21T09:45:20.000Z,mjy,NSH,0.15493741,2012,868.83333683,{B2228699-088E-402B-BA3B-E04F49FFB195},PARKSOPENSPACE,2018-07-09T09:48:54.000Z,PARKSOPENSPACE,2018-07-09T09:48:54.000Z,371052,6749.04760742188,868.833336827519
AHI,2012-11-21T11:30:14.000Z,mjy,NPD,5.75385823,2012,3542.96515278,{78627BE1-017F-435E-B00D-D4769E26951E},PARKSOPENSPACE,2018-07-09T09:48:54.000Z,PARKSOPENSPACE,2018-07-09T09:48:54.000Z,371053,250637.061035156,3542.96515277709
AHI (LLC PARCELS),2012-11-21T11:30:14.000Z,mjy,NPD,0.01144393,2012,103.37314659,{A9D3AA17-EFDE-48E3-AB9B-820E31ACDFA8},PARKSOPENSPACE,2018-07-09T09:48:54.000Z,PARKSOPENSPACE,2018-07-09T09:48:54.000Z,371054,498.49609375,103.373146594843
AHI,2012-11-21T11:56:20.000Z,mjy,NPD,15.6896954,2012,5171.94376675,{DD29804B-01B7-4BE3-BD19-83E329DBCC2A},PARKSOPENSPACE,2018-07-09T09:48:54.000Z,PARKSOPENSPACE,2018-07-09T09:48:54.000Z,371055,683440.401123047,5171.94376675245
AHI,2012-11-21T12:20:45.000Z,mjy,NPD,11.40668773,2012,3437.64122051,{456DE415-1E9D-4DCC-9816-8DEE62A1F51C},PARKSOPENSPACE,2018-07-09T09:48:54.000Z,PARKSOPENSPACE,2018-07-09T09:48:54.000Z,371056,496873.329101562,3437.64122051155
ALEXANDER DAWSON,2012-11-26T09:33:48.000Z,mjy,NPD,14.20480505,2012,4629.91930226,{57B5B0EB-B648-4B9C-B94F-648AA9353238},PARKSOPENSPACE,2018-07-09T09:48:54.000Z,PARKSOPENSPACE,2018-07-09T09:48:54.000Z,371057,618758.831542969,4629.91930226408
AHI,2012-11-26T11:30:35.000Z,mjy,NPD,16.47612168,2012,4782.18975568,{93F85DF6-BFE8-4F4A-A6B9-6F8E6F8E9863},PARKSOPENSPACE,2018-07-09T09:48:54.000Z,PARKSOPENSPACE,2018-07-09T09:48:54.000Z,371058,717696.982666016,4782.18975568137
AHI,2012-11-26T12:32:12.000Z,mjy,NPD,11.10275917,2012,5768.51964207,{41957CAC-1133-4E52-91E4-F69878E8D0C9},PARKSOPENSPACE,2018-07-09T09:48:54.000Z,PARKSOPENSPACE,2018-07-09T09:48:54.000Z,371059,483634.256835938,5768.5196420726
AHI LONGMONT FARMS,2012-11-26T13:07:36.000Z,mjy,MOA,0.04749709,2012,223.4389216,{0D056B90-D171-450F-B710-ADA45ED8E1F9},PARKSOPENSPACE,2018-07-09T09:48:54.000Z,PARKSOPENSPACE,2018-07-09T09:48:54.000Z,371060,2068.96508789062,223.438921599644
AHI LONGMONT FARMS,2012-11-26T13:07:36.000Z,mjy,NPD,0.475239,2012,803.6391649,{9C5E9DC7-D365-448A-B382-EBF4AA972A35},PARKSOPENSPACE,2018-07-09T09:48:54.000Z,PARKSOPENSPACE,2018-07-09T09:48:54.000Z,371061,20701.328125,803.639164903016
AHI LONGMONT FARMS,2012-11-26T13:44:35.000Z,mjy,MOA,22.57852954,2012,8568.74565013,{D9B57265-40FA-4829-89C6-9D37B045E049},PARKSOPENSPACE,2018-07-09T09:48:54.000Z,PARKSOPENSPACE,2018-07-09T09:48:54.000Z,371062,983516.815673828,8568.74565013474
AHI LONGMONT FARMS,2012-11-26T13:44:35.000Z,mjy,NSH,0.6237999,2012,1971.73077001,{885DA77F-E2A0-4091-8C8F-653CBB65A30D},PARKSOPENSPACE,2018-07-09T09:48:54.000Z,PARKSOPENSPACE,2018-07-09T09:48:54.000Z,371063,27172.61328125,1971.73077001446
AHI LONGMONT FARMS,2012-11-26T13:44:35.000Z,mjy,NPD,0.37320835,2012,671.64632727,{36B96810-0118-45BF-B9DC-D90C9AA73363},PARKSOPENSPACE,2018-07-09T09:48:54.000Z,PARKSOPENSPACE,2018-07-09T09:48:54.000Z,371064,16256.8896484375,671.646327266334
LAGERMAN RESERVOIR,2012-11-26T13:44:35.000Z,mjy,MOA,0.01486284,2012,432.59223956,{14B48B06-232A-4D93-BB9F-27EEED513EB5},PARKSOPENSPACE,2018-07-09T09:48:54.000Z,PARKSOPENSPACE,2018-07-09T09:48:54.000Z,371065,647.42236328125,432.592239563803
ALEXANDER DAWSON,2012-11-26T09:31:12.000Z,ce,MOA,14.92918694,2012,6894.32974087,{1DC9B0D1-7877-44F9-AAB9-7F6CB5D53F95},PARKSOPENSPACE,2018-07-09T09:48:54.000Z,PARKSOPENSPACE,2018-07-09T09:48:54.000Z,371066,650312.78125,6894.32974086724
AHI,2012-11-26T11:31:08.000Z,ce,NPD,10.7425139,2012,5305.01031323,{334A7C57-53DA-40E5-85DF-CB13C6671440},PARKSOPENSPACE,2018-07-09T09:48:54.000Z,PARKSOPENSPACE,2018-07-09T09:48:54.000Z,371067,467942.036621094,5305.01031323161
SUITTS,2012-11-26T11:31:08.000Z,ce,NPD,0.0072722,2012,83.96151247,{4F10D708-2301-4CEA-8484-6E58DCAD8B99},PARKSOPENSPACE,2018-07-09T09:48:54.000Z,PARKSOPENSPACE,2018-07-09T09:48:54.000Z,371068,316.77587890625,83.9615124714163
AHI,2012-11-26T11:46:50.000Z,ce,NPD,2.06093518,2012,1520.53669946,{5F34FCCA-56FE-4C70-972D-4C730EC19A5B},PARKSOPENSPACE,2018-07-09T09:48:54.000Z,PARKSOPENSPACE,2018-07-09T09:48:54.000Z,371069,89773.9768066406,1520.53669946257
AHI,2012-11-26T13:25:12.000Z,ce,NPD,22.58900916,2012,7036.77052927,{6461B7BD-6EC8-4663-9799-BAC50281A069},PARKSOPENSPACE,2018-07-09T09:48:54.000Z,PARKSOPENSPACE,2018-07-09T09:48:54.000Z,371070,983973.30078125,7036.77052926933
DARBY,2012-11-27T08:36:31.000Z,mjy,MOA,12.13050608,2012,3538.82117646,{CE391DB2-AF08-4EC2-B286-65E5DB90DAE5},PARKSOPENSPACE,2018-07-09T09:48:54.000Z,PARKSOPENSPACE,2018-07-09T09:48:54.000Z,371071,528402.730957031,3538.82117645815
DARBY,2012-11-27T08:36:31.000Z,mjy,NPD,0.187595,2012,644.74270558,{94DFC5E5-2B49-4FA8-9F2D-034040BCD3BB},PARKSOPENSPACE,2018-07-09T09:48:54.000Z,PARKSOPENSPACE,2018-07-09T09:48:54.000Z,371072,8171.60620117188,644.742705579538
EDDY,2012-11-27T09:46:30.000Z,mjy,NPD,0.06826814,2012,303.84451654,{2883414F-2D7F-4584-A0CC-330ACC101CB6},PARKSOPENSPACE,2018-07-09T09:48:54.000Z,PARKSOPENSPACE,2018-07-09T09:48:54.000Z,371073,2973.74829101562,303.844516542753
EDDY,2012-11-27T09:56:28.000Z,mjy,NPD,1.52515411,2012,1984.67875274,{CF7AFCF5-58DA-4ECF-BB50-189719CF9C49},PARKSOPENSPACE,2018-07-09T09:48:54.000Z,PARKSOPENSPACE,2018-07-09T09:48:54.000Z,371074,66435.4489746094,1984.6787527363
LILEY,2012-11-27T11:29:21.000Z,mjy,MOA,15.36089474,2012,11676.89011795,{76A98462-9129-4D0B-A932-FB905CC2762C},PARKSOPENSPACE,2018-07-09T09:48:54.000Z,PARKSOPENSPACE,2018-07-09T09:48:54.000Z,371075,669117.896728516,11676.8901179517
LILEY,2012-11-27T11:29:21.000Z,mjy,NSH,8.72175582,2012,11882.58770025,{1597188F-190A-48D1-8C87-AEE0DC47E603},PARKSOPENSPACE,2018-07-09T09:48:54.000Z,PARKSOPENSPACE,2018-07-09T09:48:54.000Z,371076,379918.163330078,11882.5877002547
ARMSTRONG,2012-11-27T13:35:34.000Z,mjy,MOA,2.90743608,2012,3588.91541683,{134E5B09-2A25-4BCD-9A0E-6C002AA9F908},PARKSOPENSPACE,2018-07-09T09:48:54.000Z,PARKSOPENSPACE,2018-07-09T09:48:54.000Z,371077,126647.407958984,3588.91541682698
ARMSTRONG,2012-11-27T13:35:34.000Z,mjy,NSH,0.00065039,2012,41.51448439,{91967052-7EC1-4593-B4D3-038177FD8C78},PARKSOPENSPACE,2018-07-09T09:48:54.000Z,PARKSOPENSPACE,2018-07-09T09:48:54.000Z,371078,28.330810546875,41.5144843871027
FLAGG PARK,2012-11-27T13:35:34.000Z,mjy,MOA,0.24057896,2012,463.78245065,{31A878C6-A93A-4B13-BE09-0B808073E377},PARKSOPENSPACE,2018-07-09T09:48:54.000Z,PARKSOPENSPACE,2018-07-09T09:48:54.000Z,371079,10479.5778808594,463.782450650554
HASELWOOD,2012-11-27T13:35:34.000Z,mjy,MOA,26.97354711,2012,9943.09947607,{DDF2E575-9FD1-4621-8ED1-D6C3BC114F84},PARKSOPENSPACE,2018-07-09T09:48:54.000Z,PARKSOPENSPACE,2018-07-09T09:48:54.000Z,371080,1174963.01147461,9943.09947607063
HASELWOOD,2012-11-27T13:35:34.000Z,mjy,NSH,2.55060255,2012,3624.22984486,{4D616754-E232-4E95-806A-8F279318AAB3},PARKSOPENSPACE,2018-07-09T09:48:54.000Z,PARKSOPENSPACE,2018-07-09T09:48:54.000Z,371081,111103.80078125,3624.22984485911
LAFAYETTE BUFFER PARCEL,2012-11-27T13:35:34.000Z,mjy,MOA,1.43049324,2012,2806.19270814,{9AD65B89-4309-4C0C-8A0A-D2A80AC4332D},PARKSOPENSPACE,2018-07-09T09:48:54.000Z,PARKSOPENSPACE,2018-07-09T09:48:54.000Z,371082,62312.0361328125,2806.19270813573
LAFAYETTE BUFFER PARCEL,2012-11-27T13:35:34.000Z,mjy,NSH,0.11502281,2012,529.70657993,{A8370FFE-94E8-47DE-B271-0BD938132628},PARKSOPENSPACE,2018-07-09T09:48:54.000Z,PARKSOPENSPACE,2018-07-09T09:48:54.000Z,371083,5010.3740234375,529.70657992882
MOUNTAINVIEW EGG FARM,2012-11-27T13:35:34.000Z,mjy,MOA,32.04554646,2012,20740.42037141,{035FA101-FDA9-4AA5-BEA4-03E9CB695452},PARKSOPENSPACE,2018-07-09T09:48:54.000Z,PARKSOPENSPACE,2018-07-09T09:48:54.000Z,371084,1395898.4140625,20740.420371414
MOUNTAINVIEW EGG FARM,2012-11-27T13:35:34.000Z,mjy,NSH,11.13595722,2012,13429.85824377,{69048ABC-24B7-4ADC-B502-FA2FCA3CC46F},PARKSOPENSPACE,2018-07-09T09:48:54.000Z,PARKSOPENSPACE,2018-07-09T09:48:54.000Z,371085,485080.355224609,13429.858243774
STEPHENSON NELSON,2012-11-27T13:35:34.000Z,mjy,MOA,5.78172771,2012,5904.24442488,{4CDF164F-09E1-45B8-A04B-E878603CFDC1},PARKSOPENSPACE,2018-07-09T09:48:54.000Z,PARKSOPENSPACE,2018-07-09T09:48:54.000Z,371086,251851.047607422,5904.24442488035
STEPHENSON NELSON,2012-11-27T13:35:34.000Z,mjy,NSH,1.15762729,2012,2626.4931344,{9B974C80-3426-433A-806E-534B08ADE018},PARKSOPENSPACE,2018-07-09T09:48:54.000Z,PARKSOPENSPACE,2018-07-09T09:48:54.000Z,371087,50426.044921875,2626.49313439522
ROCK CREEK FARM,2012-11-27T14:44:18.000Z,mjy,NPD,11.8165899,2012,4799.33879298,{D5512D46-CB44-4055-B7BF-F8A08490C07C},PARKSOPENSPACE,2018-07-09T09:48:54.000Z,PARKSOPENSPACE,2018-07-09T09:48:54.000Z,371088,514728.595214844,4799.33879297598
STEPHENSON NELSON,2012-11-28T10:51:31.000Z,mjy,MOA,9.03372986,2012,8451.42971594,{02E94B40-FF0A-4F0A-9B69-F3449EEF3778},PARKSOPENSPACE,2018-07-09T09:48:54.000Z,PARKSOPENSPACE,2018-07-09T09:48:54.000Z,371089,393507.703369141,8451.42971594188
STEPHENSON NELSON,2012-11-28T10:51:31.000Z,mjy,NSH,3.32550198,2012,6792.15594563,{369E3AF6-712E-4723-AFE7-3654F8043A73},PARKSOPENSPACE,2018-07-09T09:48:54.000Z,PARKSOPENSPACE,2018-07-09T09:48:54.000Z,371090,144858.286621094,6792.15594563289
BROOMFIELD NORTH,2012-11-28T12:48:57.000Z,mjy,MOA,5.31117891,2012,6501.28260641,{E68B704A-58CA-4013-B14F-08F8B12C1CFD},PARKSOPENSPACE,2018-07-09T09:48:54.000Z,PARKSOPENSPACE,2018-07-09T09:48:54.000Z,371091,231354.028076172,6501.28260640725
BROOMFIELD NORTH,2012-11-28T12:48:57.000Z,mjy,NSH,5.69689024,2012,6015.0015952,{DC4EDA0A-59B7-43EA-9102-61D873444569},PARKSOPENSPACE,2018-07-09T09:48:54.000Z,PARKSOPENSPACE,2018-07-09T09:48:54.000Z,371092,248155.546875,6015.00159520497
EDDY,2012-11-27T09:47:01.000Z,ce,NPD,0.75120293,2012,1155.01183415,{0757AD3F-BF6F-424E-A372-487A3AD1E9C5},PARKSOPENSPACE,2018-07-09T09:48:54.000Z,PARKSOPENSPACE,2018-07-09T09:48:54.000Z,371093,32722.26953125,1155.01183415303
EDDY,2012-11-27T09:50:33.000Z,ce,NPD,0.12965499,2012,422.98959468,{A91854A0-6CEC-42E6-B642-E972172110AD},PARKSOPENSPACE,2018-07-09T09:48:54.000Z,PARKSOPENSPACE,2018-07-09T09:48:54.000Z,371094,5647.7490234375,422.989594681333
LILEY,2012-11-27T11:14:49.000Z,ce,MOA,0.82565928,2012,1317.80719718,{AEB8BE42-F4F6-4117-BE9E-AAC8666ABC24},PARKSOPENSPACE,2018-07-09T09:48:54.000Z,PARKSOPENSPACE,2018-07-09T09:48:54.000Z,371095,35965.5725097656,1317.80719718317
LILEY,2012-11-27T11:14:49.000Z,ce,NSH,0.58049058,2012,1319.32305757,{8263BE04-AEC2-404D-A177-FDDB205A9037},PARKSOPENSPACE,2018-07-09T09:48:54.000Z,PARKSOPENSPACE,2018-07-09T09:48:54.000Z,371096,25286.0690917969,1319.3230575726
ARMSTRONG,2012-11-28T10:28:25.000Z,ce,MOA,0.0532938,2012,378.62813258,{86D2EC8B-EFD7-4D23-B620-777A7FF0314C},PARKSOPENSPACE,2018-07-09T09:48:54.000Z,PARKSOPENSPACE,2018-07-09T09:48:54.000Z,371097,2321.46899414062,378.628132576202
ARMSTRONG,2012-11-28T10:28:25.000Z,ce,NSH,0.00273958,2012,109.73438641,{8482BAA2-955E-4B86-9211-E3A541238779},PARKSOPENSPACE,2018-07-09T09:48:54.000Z,PARKSOPENSPACE,2018-07-09T09:48:54.000Z,371098,119.335693359375,109.734386406872
SERRANO,2012-11-28T10:28:25.000Z,ce,MOA,2.76103589,2012,2998.63169858,{EADBDDA7-5651-47BD-9355-4F999B4CE8C5},PARKSOPENSPACE,2018-07-09T09:48:54.000Z,PARKSOPENSPACE,2018-07-09T09:48:54.000Z,371099,120270.242675781,2998.63169857892
SERRANO,2012-11-28T10:28:25.000Z,ce,NSH,0.0595746,2012,589.00436272,{A304A68A-8A2E-4DC9-BF83-C897FFCD9E61},PARKSOPENSPACE,2018-07-09T09:48:54.000Z,PARKSOPENSPACE,2018-07-09T09:48:54.000Z,371100,2595.05981445312,589.004362716966
ARMSTRONG,2012-11-28T10:59:07.000Z,ce,MOA,0.04238972,2012,192.27682866,{BEB80BBC-16CA-445E-BF08-D19D1952D5A5},PARKSOPENSPACE,2018-07-09T09:48:54.000Z,PARKSOPENSPACE,2018-07-09T09:48:54.000Z,371101,1846.48852539062,192.276828657829
LAFAYETTE BUFFER PARCEL,2012-11-28T10:59:07.000Z,ce,MOA,0.12487987,2012,733.66246803,{C545648D-154F-4157-8F11-20BD42110278},PARKSOPENSPACE,2018-07-09T09:48:54.000Z,PARKSOPENSPACE,2018-07-09T09:48:54.000Z,371102,5439.74609375,733.662468031759
STEPHENSON NELSON,2012-11-28T10:59:07.000Z,ce,MOA,13.62750962,2012,8844.90630069,{5EE1B736-E0DC-431B-B382-85AB7BC2F024},PARKSOPENSPACE,2018-07-09T09:48:54.000Z,PARKSOPENSPACE,2018-07-09T09:48:54.000Z,371103,593611.945068359,8844.90630068987
STEPHENSON NELSON,2012-11-28T10:59:07.000Z,ce,NSH,2.96103626,2012,5096.38464258,{07C21F8F-F9AC-44EA-831E-88E704C29A5D},PARKSOPENSPACE,2018-07-09T09:48:54.000Z,PARKSOPENSPACE,2018-07-09T09:48:54.000Z,371104,128982.222900391,5096.38464257524
BROOMFIELD NORTH,2012-11-28T12:58:43.000Z,ce,MOA,4.16224025,2012,4994.15268046,{52387591-7B2C-4369-A396-A0CEE5631B91},PARKSOPENSPACE,2018-07-09T09:48:54.000Z,PARKSOPENSPACE,2018-07-09T09:48:54.000Z,371105,181306.459960938,4994.15268046192
BROOMFIELD NORTH,2012-11-28T12:58:43.000Z,ce,NSH,6.49467298,2012,7365.98841134,{1B94AB52-F77D-4D7A-992A-8466FC0FA750},PARKSOPENSPACE,2018-07-09T09:48:54.000Z,PARKSOPENSPACE,2018-07-09T09:48:54.000Z,371106,282906.823974609,7365.9884113383
BAILEY-KENOSHA PONDS,2012-11-29T00:00:00.000Z,ce,NPD,3.9453928,2012,1951.43164541,{56D09CDD-4B74-41EC-BDAC-6612636F495B},PARKSOPENSPACE,2018-07-09T09:48:54.000Z,PARKSOPENSPACE,2018-07-09T09:48:54.000Z,371107,171860.624023438,1951.43164541361
GOLDEN GRAVEL,2012-11-26T10:42:31.000Z,as,MOA,9.64890761,2012,3771.78566231,{D6B31ADC-099C-4638-8D10-D04217526D05},PARKSOPENSPACE,2018-07-09T09:48:54.000Z,PARKSOPENSPACE,2018-07-09T09:48:54.000Z,371108,420304.732910156,3771.78566230849
GOLDEN GRAVEL,2012-11-26T10:42:31.000Z,as,NSH,0.05156714,2012,235.1687783,{48E89377-4F6B-4778-8AC5-6E477BC4FABA},PARKSOPENSPACE,2018-07-09T09:48:54.000Z,PARKSOPENSPACE,2018-07-09T09:48:54.000Z,371109,2246.25512695312,235.168778298197
HODGSON-HARRIS RESERVOIR,2012-11-27T12:23:32.000Z,as,NPD,0.37477308,2012,1488.98611159,{0760D775-B536-4B51-B211-AD57E5C41997},PARKSOPENSPACE,2018-07-09T09:48:54.000Z,PARKSOPENSPACE,2018-07-09T09:48:54.000Z,371110,16325.0520019531,1488.98611158852
HODGSON-HARRIS RESERVOIR,2012-11-27T12:37:10.000Z,as,NPD,2.0032286,2012,2501.14914298,{E6802579-2116-4505-9E9A-065841078DB4},PARKSOPENSPACE,2018-07-09T09:48:54.000Z,PARKSOPENSPACE,2018-07-09T09:48:54.000Z,371111,87260.2861328125,2501.14914297779
STEPHENSON NELSON,2012-11-28T10:25:03.000Z,as,MOA,0.52366381,2012,1290.76634536,{4155AE78-9734-4DDF-82AD-99E703A6CB11},PARKSOPENSPACE,2018-07-09T09:48:54.000Z,PARKSOPENSPACE,2018-07-09T09:48:54.000Z,371112,22810.7045898438,1290.76634535681
STEPHENSON NELSON,2012-11-28T10:25:03.000Z,as,NSH,0.57606936,2012,1795.4139462,{393AB759-A877-414A-9D7F-E8E7FC825C00},PARKSOPENSPACE,2018-07-09T09:48:54.000Z,PARKSOPENSPACE,2018-07-09T09:48:54.000Z,371113,25093.4809570312,1795.4139462034
STEPHENSON NELSON,2012-11-28T10:28:31.000Z,as,MOA,0.11716496,2012,373.62042383,{F635236B-4F43-424C-A842-C9F43836CB60},PARKSOPENSPACE,2018-07-09T09:48:54.000Z,PARKSOPENSPACE,2018-07-09T09:48:54.000Z,371114,5103.68481445312,373.620423828697
STEPHENSON NELSON,2012-11-28T10:28:31.000Z,as,NSH,0.15459895,2012,618.61253202,{BD175718-41DB-472A-A688-BEC9A81F5F01},PARKSOPENSPACE,2018-07-09T09:48:54.000Z,PARKSOPENSPACE,2018-07-09T09:48:54.000Z,371115,6734.30517578125,618.612532016708
STEPHENSON NELSON,2012-11-28T10:35:31.000Z,as,MOA,0.2854932,2012,1094.63578151,{372879DC-4E91-4299-845B-64FDAF0EE16F},PARKSOPENSPACE,2018-07-09T09:48:54.000Z,PARKSOPENSPACE,2018-07-09T09:48:54.000Z,371116,12436.0339355469,1094.63578150848
STEPHENSON NELSON,2012-11-28T10:35:31.000Z,as,NSH,0.92931097,2012,1717.05829152,{B61C6302-31DA-4CBF-B5A9-0E6E5282008A},PARKSOPENSPACE,2018-07-09T09:48:54.000Z,PARKSOPENSPACE,2018-07-09T09:48:54.000Z,371117,40480.6237792969,1717.05829152316
STEPHENSON NELSON,2012-11-28T11:30:33.000Z,as,MOA,23.20877219,2012,11957.33511965,{F7D676DF-80B0-40D4-BDFC-60DFBCC6929E},PARKSOPENSPACE,2018-07-09T09:48:54.000Z,PARKSOPENSPACE,2018-07-09T09:48:54.000Z,371118,1010970.06811523,11957.3351196543
STEPHENSON NELSON,2012-11-28T11:30:33.000Z,as,NSH,3.41345927,2012,8334.60929286,{064A041F-4E9E-4514-8125-70B0B089B152},PARKSOPENSPACE,2018-07-09T09:48:54.000Z,PARKSOPENSPACE,2018-07-09T09:48:54.000Z,371119,148689.693847656,8334.6092928585
BAILEY-KENOSHA PONDS,2012-11-29T09:45:19.000Z,as,NPD,0.00512319,2012,59.89379811,{7B2F592A-4A12-4599-8F67-5712C0A289DA},PARKSOPENSPACE,2018-07-09T09:48:54.000Z,PARKSOPENSPACE,2018-07-09T09:48:54.000Z,371120,223.164794921875,59.8937981057226
DONIPHAN,2012-11-29T09:45:19.000Z,as,MOA,33.19818391,2012,6328.13881828,{0362CB92-3199-402C-A138-1FB4588DF909},PARKSOPENSPACE,2018-07-09T09:48:54.000Z,PARKSOPENSPACE,2018-07-09T09:48:54.000Z,371121,1446107.10693359,6328.13881828293
DONIPHAN,2012-11-29T09:45:19.000Z,as,NSH,0.23586977,2012,965.1275772,{48D95D2B-F5F1-4EB9-805E-984BB655252D},PARKSOPENSPACE,2018-07-09T09:48:54.000Z,PARKSOPENSPACE,2018-07-09T09:48:54.000Z,371122,10274.4470214844,965.127577203205
DONIPHAN,2012-11-29T09:24:44.000Z,mjy,MOA,0.42906335,2012,1064.76252622,{03CD12DB-F897-485C-A1DB-39B6B5C26869},PARKSOPENSPACE,2018-07-09T09:48:54.000Z,PARKSOPENSPACE,2018-07-09T09:48:54.000Z,371123,18689.9235839844,1064.76252621881
DONIPHAN,2012-11-29T09:47:22.000Z,mjy,MOA,0.76104618,2012,1175.93108427,{86ACC1C3-CFEE-4ACB-8B32-50A5A63CA214},PARKSOPENSPACE,2018-07-09T09:48:54.000Z,PARKSOPENSPACE,2018-07-09T09:48:54.000Z,371124,33151.041015625,1175.93108427002
DONIPHAN,2012-11-29T09:47:22.000Z,mjy,NSH,0.00055542,2012,34.3639308,{2727A743-6D45-44A4-833F-589BAE720209},PARKSOPENSPACE,2018-07-09T09:48:54.000Z,PARKSOPENSPACE,2018-07-09T09:48:54.000Z,371125,24.194091796875,34.363930796835
BUSH RODNEY DEAN,2013-01-16T14:46:26.000Z,tls,MOA,0.9684438,2012,1533.49752253,{BA9C5EF8-4071-49F4-96D0-0DC9F955C9DA},PARKSOPENSPACE,2018-07-09T09:48:54.000Z,PARKSOPENSPACE,2018-07-09T09:48:54.000Z,371126,42185.2434082031,1533.49752253011
BUSH RODNEY DEAN,2013-01-16T14:46:26.000Z,tls,NSH,3.36797354,2012,3290.65360774,{BE153C19-2934-41B4-9821-4CE6A361A38D},PARKSOPENSPACE,2018-07-09T09:48:54.000Z,PARKSOPENSPACE,2018-07-09T09:48:54.000Z,371127,146708.343261719,3290.65360773995
